,user_id,username,Age,Proficiency,Objective,Learning Type,Tell us about myself
410,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
411,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
412,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is tennis and I also enjoy reading.,
413,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
414,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
415,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
416,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
417,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
418,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy playing the piano.,
419,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. ,
420,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is tennis and I also enjoy playing golf.,
423,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
424,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy reading.,
425,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
426,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
427,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
428,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
429,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
430,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is tennis and I also enjoy reading.,
431,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
432,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
433,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
434,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
435,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
436,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy playing the piano.,
437,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. ,
438,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is tennis and I also enjoy playing golf.,
439,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
440,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is swimming and I also enjoy playing video games.
441,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
442,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy reading.,
445,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
446,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
447,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
448,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is tennis and I also enjoy reading.,
449,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
450,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
451,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
452,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
453,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
454,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy playing the piano.,
455,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. ,
456,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is tennis and I also enjoy playing golf.,
457,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
458,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is swimming and I also enjoy playing video games.
459,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
460,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy reading.,
461,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
462,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
463,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
464,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
465,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
468,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
469,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
470,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
471,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
472,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy playing the piano.,
473,kristinhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. ,
474,frankdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is tennis and I also enjoy playing golf.,
475,susannawilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. My favorite hobby is knitting and I also enjoy spending time with my grandchildren.,
476,davidbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is swimming and I also enjoy playing video games.
477,sarahjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is cooking and I also enjoy spending time with my family.,
478,markwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy reading.,
479,jenniferhernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
480,williamdavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
481,elizabethwilliams,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
482,josephbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
483,emilyjones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
484,michaelwilson,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is tennis and I also enjoy reading.,
485,jessicahernandez,45-55,Advanced,Skill,Live Class,I am a business woman and I am learning English so that I can improve my career prospects. I am also interested in traveling to the United States. My favorite hobby is painting and I also enjoy spending time with my friends.,
486,danieldavis,55-65,Begginer,Career,Mix,I am a doctor and I am learning English so that I can communicate with my patients. I am also interested in traveling to the United States. My favorite sport is golf and I also enjoy fishing.,
487,rebeccaknight,65,Intermediate,Social,Self Study,I am a retired nurse and I am learning English so that I can make friends with people from other countries. I am also interested in traveling to Europe. ,
488,jamesbrown,18-24,Advanced Intermediate,Other,Live Class,I am a student at the university of California, Berkeley. I am majoring in linguistics and I am interested in learning English so that I can work as a translator. My favorite sport is basketball and I also enjoy playing the guitar.
489,michellejones,24-35,Begginer,Hobby,Mix,I am a stay-at-home mom and I am learning English so that I can read English books to my children. I am also interested in traveling to the United States. My favorite hobby is gardening and I also enjoy spending time with my family.,
490,andrewlee,35-45,Intermediate,School/Uni,Self Study,I am a teacher and I am learning English so that I can teach my students. I am also interested in traveling to England. My favorite sport is soccer and I also enjoy playing the piano.,
