,user_id,username,Age,Language,Proficiency,Objective,Learning Type,Tell us about yourself
2389,sxqocq,AshColeman,56-65,English,Intermediate,Brain,Self Study,Still learning English after 13 years of learning. Please help me :)
2390,sufFt7w,jonas_piet7m,35-45,German,Begginer,Career,Mix,I am a professional artist. I have been practicing the art of painting for more than 15 years. I am interested in learning German to expand my horizons and connect with more people in the art community.
2391,bKnbdU,charu_arora,35-45,English,Intermediate,Career,Self Study,an engineer by profession but writing has always been a passion for me.
2392,YLQYAM,houssein121121,45-55,Arabic,Begginer,Career,Self Study,guitar teacher
2393,lj65uq,deedee17,24-35,French,Intermediate,Career,Mix,"I'm a producer of media and film, I'm also a writer"
2394,Iod0ro,Iod0ro,65+,English,Begginer,Brain,Mix,"I'm a fan of travel and adventure, and I currently work as a medical assistant."
2395,U000168,Mason99,18-24,English,Intermediate,Hobby,Live Class,I am interested in learning to speak english to communicate with people around me.
2396,csunp7,i_talk_nosense,24-35,Japanese,Begginer,Hobby,Mix,"Hello fellow Languagelies, I am a 25 year old American English speaker. I have always had an interest in languages and cultures. I like to travel and experience other cultures. I like to learn about other languages and how they are different from my language. I am currently learning Japanese as a h"
2397,tEIZ9o,Sabrina5890,24-35,English,Advanced,Career,Mix,"I love computers, I am a software developer"
2398,796N7K,Julioz001,35-45,English,Begginer,Career,Self Study,I love to travel and explore the world. I'm a self-taught programmer and love learning new things.
2399,P6kTpS,shubham__007,35-45,English,Begginer,Brain,Self Study,N/A
2400,ZQVPMY,abcdef6,35-45,English,Begginer,Career,Mix,like fishing
2401,p6VzQA,Darius_Cole,18-24,English,Intermediate,School/Uni,Self Study,I enjoy working with my hands. I am very handy with a screwdriver and wrench!
2402,rn2vxh,lindsay,56-65,French,Intermediate,Career,Self Study,"I enjoy watching films, cooking and I enjoy reading books."
2403,sample_69824,kriti,56-65,French,Begginer,Career,Self Study,Student
2404,VJXWQO,Steph1981,35-45,English,Intermediate,Career,Live Class,"Cooking, movies, and traveling."
2405,jO66dg,jO66dg,45-55,Arabic,Begginer,Other,Live Class,"hello,I am trying to learn arabic language"
2406,ZhbkWk,Pranav20011,24-35,Japanese,Advanced,Brain,Self Study,"Hello, I have been studying Japanese for some time now. I am at the intermediate level and would like to improve my speaking and writing skills. I am also looking for friends who can help me practice. Hope to connect with you soon!"
2407,OtNtjU,blaablaa,65+,French,Advanced,School/Uni,Self Study,I'm probably the only french-speaking student.
2408,BDTZXA,english4u,45-55,English,Advanced,Career,Self Study,"<p>I am a grown-up who has lived a lot in life, but I need to learn new things, that's why I started to learn English. 🙂</p><p>"
2409,U526B0,Anuj_Kumar,18-24,Arabic,Intermediate,School/Uni,Mix,Technologist and Web Developer
2410,c8djxn,techy_tramp,45-55,French,Begginer,Travel,Self Study,"Hi, I'm a student who is trying to learn French as I am going to Indochine and I have a love for the language"
2411,mi027x,mudassir,18-24,English,Advanced,Career,Mix,Teacher
2412,6YTQWV,VchiKi,24-35,English,Intermediate,Social,Self Study,Instructor
2413,8QM0NK,freedivee,18-24,English,Begginer,Social,Self Study,Hi im 18 yrs old boy living in India
2414,87a507,AnnieTerri,Under 18-,English,Intermediate,Other,Mix,Student
2415,ZBETTZ,@BarryMcBee,18-24,English,Intermediate,Other,Mix,Farm mechanic and a trainee
2416,b19e9f,Jeffers92,65+,English,Intermediate,School/Uni,Self Study,I am a retired school teacher and love to travel.
2417,9163FH,Ashlyn111,Under 18-,Arabic,Begginer,Hobby,Mix,Begginer
2418,19WARKA,19WARKA,24-35,German,Begginer,Career,Self Study,"Woman, single, 28 years old."
2419,VNK-CZC,daisy8393,24-35,English,Intermediate,Career,Mix,Looking to learn Spanish for travelling and for work.
2420,gYq11H,Superman97,35-45,Japanese,Begginer,Travel,Mix,I'm a traveler and love to explore new places
2421,J8BUFQ,ecoboys,18-24,English,Begginer,Career,Live Class,I am a student.
2422,ZDkSSV,myfrench,24-35,English,Advanced,Travel,Self Study,Learning French for travel
2423,sc59ue,AravindKumar,18-24,German,Begginer,Career,Mix,Profession: Student (B.Com)
2424,Z44VNK,LearnerDyotan,45-55,English,Intermediate,Other,Live Class,I'm a long time programmer and I'm currently learning web development.
2425,050780,Stara_Ku25,24-35,English,Intermediate,Brain,Mix,"I like reading, listening to music and spending time with my friends and family."
2426,VZMVZJ,gabriellap26,24-35,Arabic,Advanced,Other,Live Class,I'm a food lover and rather than going to the restaurant i prefer cooking different types of dishes.🤗
2427,6BzMxI,Mohammad_279,24-35,Japanese,Intermediate,Career,Live Class,I am a writer.
2428,h2xhMn,Jay01,45-55,English,Advanced,Travel,Live Class,"Writing, Law, Song Writing, Sports, Communication, Travel, Music"
2429,6038JD,Yoland0,18-24,Japanese,Intermediate,Career,Self Study,German Linguist
2430,kGW3eC,JulianKanee,45-55,French,Intermediate,School/Uni,Self Study,student
2431,XOMJQW,Jonas_L,56-65,English,Intermediate,Social,Self Study,Hi! I am Jonas. I am an IT professional and love to talk and discuss IT topics.
2432,Y6JIJL,shahin_qasymov,24-35,Japanese,Begginer,Other,Live Class,"Hi, I am from a Japanese family."
2433,050002,Aakashs,18-24,English,Intermediate,Career,Mix,Interest
2434,brwhZ7,LanguageL,35-45,English,Intermediate,Career,Self Study,I am an experienced language learner who is looking for a language exchange partner. I enjoy learning new languages and I am also looking to practice my English skills. I am open to any language exchange partners and I am looking forward to hear from you!
2435,fXenBo,ShaikSrk,45-55,English,Begginer,School/Uni,Mix,This is a sample
2436,P6bhmZ,jerryl1384,45-55,English,Begginer,Hobby,Self Study,"Multi-faceted, highly motivated, well-rounded, outgoing individual with a natural curiosity for learning new subject matter."
2437,v104vj,Warden01,24-35,English,Begginer,Other,Mix,"I am a teacher and love to travel, meet new people and learn about their culture"
2438,HHMV7C,TineeFly,45-55,English,Begginer,Other,Mix,Hello! I am TineeFly from United States. I have been playing some games since the 1980s. I love being here!
2439,h9sy82,Carey62,65+,English,Intermediate,Travel,Self Study,"Hi there, I am Carey and I am 64 years old. I am looking for someone to play with."
2440,pcl0nk,Touba,45-55,French,Intermediate,Travel,Self Study,I'm a 45-55 years old French who has an Intermediate proficiency level and is looking for Travel. My learning type is Self Study.
2441,lIYIfw,Alec_Ramus,45-55,English,Intermediate,Travel,Live Class,"I love to walk on the beach and enjoy the sounds of the waves. When I am not doing that, I like to spend my time with friends and family. I also enjoy watching movies and listening to music."
2442,g5l98k,bashkir,18-24,French,Begginer,Travel,Self Study,"Alors bonjour, je suis Benjamin vivant en France. Je parle anglais et je suis en train d'apprendre le français. Je suis un fan des films d'action et les films d'horreur. Et aussi les jeux de strategy. Je suis un"
2443,pQRqrp,Maria,Under 18-,English,Intermediate,School/Uni,Self Study,I like to read and watch tv.
2444,XPhQZF,xphqzf,45-55,Japanese,Intermediate,Career,Mix,Living in Japan
2445,n251x2,CJB_Learner,Under 18-,English,Begginer,Travel,Self Study,Living my life to the fullest and being the best me I can be
2446,KLBGHF,Arjun7974,24-35,Arabic,Begginer,Travel,Mix,I am a freelancer and working on my career.
2447,IDZLIL,KlausErhq,24-35,German,Intermediate,School/Uni,Mix,I like dancing and I’m a programmer
2448,TZxwnY,lucia551,Under 18-,German,Begginer,Travel,Mix,I like traveling.
2449,Hg6cKB,naomi26,Under 18-,English,Begginer,School/Uni,Live Class,Student
2450,tEkoaY,KyleMatthews,18-24,Japanese,Advanced,School/Uni,Self Study,"Friendly, happy, and enthusiastic person. Likes to try new things."
2451,5gq8kj,ruben_jiang,56-65,English,Intermediate,Career,Live Class,I'm a successful marketing executive with a passion for English language learning
2452,l6bYkI,gad0080,24-35,German,Begginer,Career,Mix,"I am a healthy , happy and a very cheerful person. I have a very positive approach in whatever i do."
2453,V4XKUW,Islam_S,35-45,English,Intermediate,Career,Live Class,Islam learning English
2454,DZ2992,Anna037,45-55,English,Begginer,Other,Mix,Just a regular person who likes to talk to people that are interesting.
2455,EEGGHX,Adriana_Garcia,35-45,English,Begginer,Career,Live Class,My name is Adriana and I'm 41 years old. I work as a manager at a pharmacy. I am interested in learning English because I travel frequently and I would like to be able to communicate more effectively with people from other countries. My goal is to be able to improve my English skills
2456,EyP3n9,rcardozo,35-45,French,Intermediate,Career,Self Study,New Grad
2457,W3h3Th,Ajit123,35-45,English,Begginer,Career,Live Class,"Hello, I'm Ajit and based out of India. I'm here to learn English for my career."
2458,blzCKr,Ayaan04,56-65,English,Intermediate,Hobby,Self Study,interested in teaching and cooking
2459,DYHBQP,RajKasekar,18-24,English,Begginer,Travel,Self Study,"Hello there. I have a wide range of interests and hobbies. I am a professional chef and love to cook and try new recipes. I have a passion for traveling and exploring new places. Along with that, I love watching movies, gaming, and reading. I am always looking for new experiences and am eager"
2460,nxa7zj,ZainAli29,35-45,Arabic,Advanced,Brain,Self Study,"Saint-Ghislain, Belgium"
2461,9y6VKw,ekanshmahajan,18-24,French,Intermediate,Social,Live Class,"Please find the search result for the query you have entered, Kiwi.com"
2462,pnHaqx,Misha_1980,35-45,English,Begginer,Travel,Mix,I have interest in playing tennis. I am working in banking and finance sector.
2463,qWUAIi,jaylee25,45-55,English,Intermediate,School/Uni,Self Study,Want to learn Russian
2464,YEUGWY,lalit_mamp,65+,English,Advanced,Travel,Self Study,I am from Rajasthan. I live in Bangalore. I love learning new languages.
2465,PZ3YX0,davinghams,24-35,English,Intermediate,Travel,Self Study,"Definitely a sports guy. I'm an ice hockey player. I'm more a casual sports guy, never really played sports professionally."
2466,3d2ir1,Nicely_Heated_9889,18-24,Japanese,Begginer,Other,Live Class,architecture engineer
2467,5C7GNL,gamez,24-35,English,Begginer,School/Uni,Mix,I am learning English.
2468,6nw23f,Tanya2165,18-24,English,Begginer,Travel,Mix,"I love to play football, I am new in this city"
2469,vMV7IF,Eilat9295,18-24,Japanese,Advanced,Other,Self Study,Asian studies university student
2470,3BPZQB,nimz1831,35-45,English,Begginer,Travel,Mix,I am a full-time employee and a part-time YouTube content creator. I manage my channel and create content about the latest tech in the market. I like to travel a lot.
2471,59EZ4U,Hypotenuse67,45-55,French,Begginer,Other,Mix,Teaching Professional
2472,BmFu,jayesh1986,Under 18-,English,Begginer,Career,Mix,I am from India
2473,I9dT92,winotdgcy,18-24,Japanese,Intermediate,Hobby,Mix,"Hello, I am looking to learn Japanese for hobby."
2474,008D37,saragator,45-55,English,Intermediate,Travel,Mix,I love to socialize
2475,CdK0tZ,jc298485,24-35,English,Intermediate,Other,Self Study,Dreamer
2476,n8yKXi,CrisiRa,45-55,English,Begginer,Hobby,Live Class,English teacher
2477,XV665R,gkarp1184,24-35,English,Intermediate,Hobby,Mix,I am a nature lover and love to explore new places
2478,yOxIOY,Learner_4729,65+,English,Begginer,School/Uni,Live Class,I am a law student and I love to listen and learn new things
2479,QYXZJW,Nayanthara,45-55,English,Begginer,Career,Live Class,student
2480,35FE28,Amanita,24-35,Japanese,Begginer,Career,Self Study,I am looking for a new job and need to overhaul my Japanese skills.
2481,U11A67,PaoloB,24-35,Japanese,Intermediate,School/Uni,Mix,New to Japan
2482,Aq51CJ,arun_b,45-55,English,Intermediate,Career,Self Study,I would like to learn advanced english as a language
2483,X9Z611,axel_schmidt,24-35,English,Intermediate,Travel,Self Study,Investment consultant
2484,r6Cx2V,Mike09,24-35,English,Begginer,Career,Mix,"Unique, funny and positive approach to life"
2485,423axu,Learners_423axu,18-24,English,Advanced,Travel,Self Study,I'm a student majoring in English language.
2486,F07YKS,Moskovia,18-24,English,Intermediate,Hobby,Self Study,Learning English
2487,2P37X2,tamilgirl0099,45-55,Japanese,Begginer,Other,Mix,"Hello, I'm Rohanasehari. I live in India. I work as a Sales executive. I am very good in Japanese language. I love to learn new languages and German is my next one."
2488,s11mPE,Astroid,45-55,Japanese,Intermediate,Other,Self Study,musician
2489,GjfcjM,gjfcjm,56-65,English,Advanced,Other,Live Class,Language learning from Tamil to English
2490,Wykuws,Taro08,24-35,English,Advanced,Other,Self Study,I'm a professional in the field of learning English
2491,t6lvfk,jbahadur03,24-35,English,Intermediate,Hobby,Mix,Communication manager in an IT company
2492,561746,Reachy_Kayla,24-35,Japanese,Intermediate,Other,Mix,Teaching is my profession
2493,G8APE0,sharula2021,65+,English,Begginer,School/Uni,Mix,English teacher
2494,gWQXxK,AngusKern14,35-45,English,Intermediate,School/Uni,Self Study,"I fell in love with the language and culture while studying abroad, and I'd love to continue learning and practicing. Any help or advice would be greatly appreciated, and I'll try my best to do the same for other learners!"
2495,HP4OHY,rachelr,24-35,Arabic,Begginer,Social,Self Study,An animator wanting to travel the world
2496,UDP2X4,Sara,35-45,English,Begginer,Career,Self Study,"My name is Sara, I am 35 years old. I am interested in health, fitness and travel adventures. I am looking for someone to talk to."
2497,NX21DX,bobson,18-24,English,Intermediate,Social,Self Study,Engineer
2498,YSHUYU,Pancho,Under 18-,Japanese,Begginer,Hobby,Self Study,I am a beginner in Japanese and I want to learn it for fun
2499,EzJrXv,S_Crafter,24-35,English,Advanced,Brain,Live Class,Learning Python
2500,RHGEBT,Alejandra,24-35,English,Advanced,Other,Live Class,I am a professional dentist
2501,znsb70,jyotisha,18-24,English,Intermediate,Other,Mix,User self description for interests and/or hobbies and/or profession and/or requests: i love traveling and reading books
2502,1l0z6O,Bishops,35-45,German,Intermediate,Career,Mix,"languages, movies, culture"
2503,KghTsN,adisobha11,18-24,English,Begginer,Social,Live Class,Social
2504,X12VKN,GitsterAli,24-35,Japanese,Intermediate,Hobby,Self Study,A lifelong learner.
2505,3qAAyK,kasim_166,35-45,English,Begginer,Social,Mix,motivational speaker
2506,RaZke6,Faiz,65+,Arabic,Begginer,Career,Self Study,I love to socialize with people
2507,sphkMx,JC10568,45-55,English,Advanced,Career,Live Class,Learning english for my job
2508,F6S8N8,Amit100,24-35,English,Begginer,School/Uni,Mix,"Music lover , Learning english because  my friends speak english"
2509,RP05TB,BlackLadyAntebellum,45-55,English,Begginer,Career,Mix,"Hi. I'm Scott. I'm a stay-at-home Dad, raising four kids. I don't have much time or money to learn other languages (and I certainly don't have the patience for this site), but I'm looking for a way to start a new career."
2510,K5i1zJ,Indo7555,24-35,Arabic,Begginer,Career,Mix,I'm 22 years old from usa
2511,l9UtTq,chenford,35-45,English,Begginer,Career,Live Class,Adventurous and outgoing person.
2512,1RGFUZ,thishurry,24-35,English,Advanced,Hobby,Self Study,Profession: Pharmaceutical Sales
2513,NB3PSD,Fargo_Best42,56-65,English,Begginer,Other,Mix,English Teacher
2514,080265,Mary_Cole,56-65,Arabic,Begginer,Brain,Mix,I am a nice lady.
2515,aCQHaF,Justa58,18-24,English,Begginer,School/Uni,Live Class,I like to watch movies and listen to music
2516,f521b9,NateStutzman,35-45,German,Intermediate,Hobby,Self Study,I am a carpenter by trade and love to travel in my free time.
2517,s2VQk6,Electric_Lemma927,56-65,English,Begginer,Brain,Live Class,I am currently working at a school as a teacher of English. I also teach private lessons to adults.
2518,a0d31e,chibarasty,45-55,French,Intermediate,Other,Self Study,I love to learn new things
2519,g2va6L,AnonyMous,35-45,Japanese,Intermediate,Social,Mix,Love watching movies
2520,VZHKLW,sayovs,18-24,Japanese,Intermediate,Career,Self Study,I like anime.
2521,aa1hs7,kpandey10,45-55,Japanese,Advanced,School/Uni,Mix,"I am an IT professional with experience in Python, Java, and C++. I am also a hobbyist photographer and enjoy taking pictures of nature."
2522,RaKYCa,KYC023,35-45,French,Intermediate,School/Uni,Mix,French learning
2523,PZ4J70,givemeapills,18-24,English,Intermediate,Hobby,Live Class,I am a music lover.
2524,GSE138,Bohdan04,45-55,English,Intermediate,Travel,Live Class,I work in HR and I am interested in learning Mandarin.
2525,BNA-XTH,John_66,45-55,Arabic,Begginer,Career,Live Class,"Hi! I'm John, I'm 47, I'm from Malaysia. I'm a computer scientist and I also like to code and watch movies. I'm easy going and I'm looking for new friends too!"
2526,jt54Du,iron_craig,18-24,English,Begginer,Travel,Self Study,I am a hobbyist musician
2527,PRT8AV,Sparky914,18-24,English,Advanced,Hobby,Self Study,I'm a hard working person and looking for hobby and my dream is to become a businessman
2528,rVjJKn,Rohit,35-45,English,Intermediate,Career,Live Class,I am a civil engineer
2529,N4wNc1,Alveare4957,65+,English,Begginer,Social,Self Study,Aspiring author
2530,iid_8014e18e1bbd730,David,65+,English,Begginer,Other,Live Class,Learning English
2531,Y8ZRQJ,Carmela_Klein,65+,Arabic,Intermediate,Hobby,Mix,just learning
2532,Rq6h9C,kuspie,65+,German,Advanced,School/Uni,Mix,"Düsseldorf geboren 1953, chefkoch"
2533,ab1qz1,jc_users,24-35,Japanese,Begginer,School/Uni,Mix,Hi I'm a university student and a teacher
2534,aCVKJ,Kamikaze,24-35,English,Advanced,Career,Mix,Communication skills
2535,2Ldjhf,ReyanShah,Under 18-,English,Intermediate,Career,Self Study,I am a 15 year old 9th grader who is passionate about learning.
2536,NHCESU,Angel_Lee01,56-65,English,Begginer,Travel,Live Class,"My name is Angel Lee and I am 56 years old. I currently live in California, USA. I work as a Sales Representative. I am looking for someone to practice English with. I enjoy traveling and learning about different cultures. I am also interested in learning about other people's experiences and perspectives"
2537,i6JwTN,abdullah1001,18-24,English,Intermediate,Brain,Self Study,businessman
2538,Z5ckKN,karthik2055,35-45,English,Begginer,Hobby,Self Study,Engineer
2539,q46TkK,grace_baker,18-24,English,Advanced,Brain,Live Class,General Interest
2540,nMd7Pv,Nicole_Goyette2,45-55,English,Advanced,Other,Self Study,I enjoy running and playing the ukulele.
2541,hYl2Cz,billothebill,35-45,English,Begginer,Brain,Self Study,"Student, Lover of Science"
2542,wQcKCg,Bani1204,45-55,Arabic,Intermediate,Career,Live Class,Photographer
2543,0u9gq4,carlos1963,65+,English,Begginer,School/Uni,Self Study,Interested in rugby league
2544,LPXL8K,Gurpur,18-24,Japanese,Begginer,Social,Mix,Software Engineer
2545,6iS1fL,DaRk_Etch4,Under 18-,French,Begginer,School/Uni,Mix,Student
2546,pqcP2j,Jaime_66,18-24,English,Begginer,Travel,Mix,Love to travel
2547,XNW3HV,AnnaBelle,56-65,French,Begginer,School/Uni,Mix,French genealogy and language learning
2548,a1d77e,pannily,24-35,English,Intermediate,Travel,Live Class,"I am in love with adventures, traveling and photography."
2549,pRNCSv,Sri4634,45-55,English,Begginer,Other,Live Class,I am an avid traveler and love exploring new cultures and cuisines. I am also passionate about music and am always on the lookout for new music to listen to.
2550,AiS2rR,LearnerRam,Under 18-,English,Advanced,Career,Mix,I am a adventurous person who loves to explore new places and meet new people. I am also proficient in multiple languages and enjoy learning new ones.
2551,gRvtjd,RhysG,35-45,Japanese,Begginer,Brain,Self Study,I’m a native English speaker learning Japanese. I’m taking the JLPT N4 exam this year and N3 next year.
2552,WpCQ7R,always,18-24,English,Intermediate,School/Uni,Self Study,I'm an intermediate English student trying to improve my English to go abroad and practice.
2553,ds8PBR,Rasheeda1,35-45,English,Begginer,Career,Live Class,Hello!
2554,qCqJjW,mon_bubbles,45-55,English,Begginer,Hobby,Mix,I like to work with people.
2555,J6aLUR,youname1448,24-35,Japanese,Begginer,School/Uni,Mix,"Hi, I'm a marketing manager. I'm interested in cooking and traveling. I'm looking for language exchange partners to improve my Japanese skills."
2556,LhvKSX,jirahods,24-35,Japanese,Advanced,Brain,Live Class,"So, give me reasons to learn Japanese"
2557,T98UUG,bobneedshelp,35-45,German,Advanced,Career,Live Class,I am a language learning enthusiast and I am always looking to improve my German skills. I am currently learning at a beginner level and I am interested in connecting with other learners who are at a similar level.
2558,bc4cy6,nikita_s,24-35,English,Intermediate,Brain,Self Study,"I am 21 years old, male and I live in Saudi Arabia"
2559,J573JB,islam12345678,18-24,Arabic,Intermediate,Hobby,Mix,i love playing Basketball
2560,ANVZLS,Tuf24,35-45,English,Intermediate,Brain,Self Study,"I am a friendly guy and I am willing to help others, no matter if they are skilled or just beginners."
2561,tTEZlK,Pulse01,24-35,English,Intermediate,Travel,Self Study,"I love to read and write , I love to travel."
2562,jp2424,john_paul2,35-45,English,Begginer,School/Uni,Mix,I am a strong willed person who always sets goals and try hard to achieve them.
2563,wUw00A,Abejak,65+,French,Intermediate,School/Uni,Mix,I want to learn French for school
2564,w620A7,voyager03,18-24,Japanese,Begginer,Travel,Self Study,"I'm a shy person but I'm very kind, I'm also passionate about my hobbies. One of them is drawing, I love creating art, but also I like swimming, dancing and traveling. I'm a student, I'm currently taking courses on Psychology and Linguistics"
2565,w6Z2z6,AnishGarg1996,35-45,English,Begginer,Career,Mix,Final year student
2566,Oq2XqZ,@LearnSpanishWithGoncharuk,24-35,English,Begginer,Travel,Live Class,"Hello, everyone!"
2567,i60xNC,Learner1020,45-55,French,Begginer,Other,Live Class,"Ambitious and Motivated person, seeking to learn French with a native speaker"
2568,uhGjpE,Ivanski,56-65,Japanese,Begginer,Travel,Self Study,I am a marketing professional
2569,kscBH6,Isabelle_Wright69,45-55,English,Begginer,School/Uni,Self Study,"Speaking, reading and writing English."
2570,BIO0897,Seraphina73,45-55,German,Advanced,Hobby,Live Class,Lorem Ipsum
2571,xNsCm8,Jordanna,45-55,English,Advanced,School/Uni,Live Class,Seeing the world and learning new cultures.
2572,GJZPQC,Xander1969,Under 18-,French,Intermediate,Hobby,Mix,I like sports cars and french.
2573,N3V4BY,R_Chakora,35-45,English,Begginer,Other,Live Class,"I am a chemist, having completed my graduation from india"
2574,ub5ob6,joshhunt62,45-55,English,Begginer,Career,Mix,"Hi, My name is Josh and I am from the United States. I am new to the language learning space and am looking to learn a new language for personal and professional development."
2575,X6RN7K,Benjamin,18-24,English,Advanced,Social,Live Class,Student
2576,r94Jwm,pawan,45-55,English,Intermediate,Social,Mix,I am 43 year old and I am learning German.
2577,oprjqk,LangChatter,65+,English,Intermediate,Career,Mix,Trained linguist and translator
2578,say0j7,Ambertip3,35-45,English,Begginer,Brain,Self Study,"music, travel, friends, shopping"
2579,13WfK8,spdry22,35-45,English,Intermediate,Career,Live Class,"I'm interested in music, especially jazz, and I also like to cook and travel. Professionally, I'm a software developer and I'm looking to improve my English language skills to advance my career. I'm hoping to use the language to improve my skills and add value to my career."
2580,a6e91f,teacher_149664,45-55,German,Intermediate,Travel,Live Class,I am a teacher and i love to travel a lot
2581,PICFZQ,cc169u,24-35,English,Intermediate,Career,Live Class,"student, learning for my career"
2582,Buck105,Buckie105,24-35,English,Begginer,Travel,Mix,"I'm just a regular guy who loves to travel and meet new people. I'm always looking for new places to explore and new adventures to have. I'm also a big fan of different cuisines and cultures, so I'm always up for trying new things."
2583,a3p58z,S_botx,35-45,German,Begginer,Social,Self Study,biologist
2584,08KOZB,jade267,24-35,French,Intermediate,Social,Live Class,I work as a teacher in a private school and I love travelling.
2585,408252,B-6889V,24-35,Japanese,Begginer,School/Uni,Mix,Became an exchange student at a Japanese university.
2586,yo7HKw,aman2001,45-55,English,Intermediate,Other,Mix,Studying.
2587,pFcRgx,Jordan_Ingalls,Under 18-,French,Begginer,School/Uni,Mix,Hi! I am learning French in order to prepare me for when I go to France for a month. I am going with my church youth group.
2588,RZ1Y51,ManuelaMarie6,24-35,French,Intermediate,Hobby,Self Study,Want to learn a lot of new things
2589,I8NQ8X,Udemy12345,35-45,English,Intermediate,School/Uni,Mix,Friendly
2590,bx809c,shazia09,45-55,Japanese,Begginer,Other,Self Study,Love to learn different languages and to meet and talk to people from different countries and cultures.
2591,nsPV5x,BrechtLW,45-55,French,Intermediate,Other,Mix,"Son of a bookseller, I love to read."
2592,GXVFN9,miguel_151,45-55,English,Intermediate,School/Uni,Mix,i want to learn
2593,pk_kf9bdf900d611a77b0c79d75046,Genein,35-45,English,Intermediate,Travel,Mix,"A curious soul, always ready to learn and explore new things. Love to travel and experience new cultures."
2594,hqcYkF,Karima0528,18-24,English,Begginer,Hobby,Mix,I am a student of psychology
2595,3YZGAF,S_Eagles,18-24,French,Advanced,Hobby,Mix,I am a student. I love to travel. I love English music
2596,yq1300,Learn_Knopler,24-35,French,Intermediate,Travel,Self Study,No
2597,hgZZK1,tbt_rpg,35-45,Japanese,Begginer,Other,Self Study,looking for someone who shares my interests
2598,1J2WKL,Language Learners,24-35,English,Intermediate,Travel,Live Class,I like to talk to people.
2599,Z5kB8m,Kottwitz,35-45,Japanese,Begginer,Career,Live Class,"I am looking for people to add to my language learning group on line. I am learning Spanish, Japanese, and Italian. My hobbies are reading, playing guitar, and playing video games."
2600,Ac6zVg,enzo22,35-45,English,Intermediate,Travel,Self Study,I am a professional journalist and I also like to travel and write about my trips. I am working on a travel blog and I am looking for people who can give me some tips.
2601,qiAtaH,theothermoghul,18-24,English,Begginer,Social,Live Class,"Hi, I am from Pakistan. I love to talk to people from different countries and learn about their culture. I am a beginner in English. I hope to improve my English and learn new things. I am also interested in technology and science. I would love to chat with you and learn more about your culture and"
2602,xcVw27,fp_chart,45-55,German,Begginer,School/Uni,Mix,Artist
2603,V6WK6X,coolestluke,45-55,English,Advanced,Other,Mix,I am a middle school teacher. I really enjoy traveling and have been to 20 countries. I enjoy learning new languages.
2604,d0v573,jamy501,35-45,Japanese,Begginer,Travel,Live Class,I love to cook.
2605,pRnMnT,Jack051,24-35,German,Begginer,Social,Mix,I am interested in traveling and meeting new people. I am also looking to improve my German skills.
2606,5xZ4xS,sentic_ai,24-35,Arabic,Begginer,Travel,Live Class,Engineering student
2607,U47FD4,PDP2012,35-45,English,Begginer,Other,Mix,Profession: Journalist - Interests: Blogging - Hobbies: Traveling - Requests: TOEFL
2608,b8Ww4p,Wojtek-Kac,45-55,German,Intermediate,School/Uni,Mix,"designer, illustrator, journalist"
2609,1F711C,Aristocrat88,35-45,English,Intermediate,Travel,Mix,"I'm Aristocrat88. I've been a language learner since 2018. I'm very passionate about it and I enjoy it very much. I like learning about cultures, people and languages. I think it's important to learn about other cultures to be able to interact"
2610,gGXr1y,sddgkk,24-35,Arabic,Begginer,School/Uni,Mix,Just a friendly guy who loves the world.
2611,chukal,Chukal12,35-45,English,Begginer,Career,Live Class,Software Developer
2612,gJpspK,Jane_Do13,Under 18-,French,Begginer,Travel,Mix,"I am a ICT student, I am interested in travelling, I like playing games and I like going to the cinema with my friends."
2613,y8931p,meters43,35-45,Arabic,Intermediate,Travel,Mix,"I love reading books, and travelling around. I am a quote lover."
2614,MINIK96,Nihal97,18-24,Arabic,Intermediate,Social,Live Class,Fashion & Styling:Dressing and fashion
2615,jvq3zb,panjabic,18-24,English,Begginer,Travel,Self Study,I will be going to England in the near future
2616,TZOBCZ,samson895,18-24,English,Begginer,Other,Mix,More than anything else I enjoy learning new things and am always open to new experiences. I try to take advantage of every opportunity to meet new people and visit new places. I'm an open-minded and easy going person who loves to help others.
2617,3_3S_bK,MaryJaney,45-55,English,Begginer,Brain,Mix,"I am a fit mom with a 10 year old boy and a 6 year old girl. I love the outdoors, running or walking. I also enjoy working on my house. I am an avid music lover and listen to podcasts."
2618,FKRKTZ,Ankit786,24-35,English,Intermediate,School/Uni,Live Class,Asp.net developer
2619,5E-ZBNK,parag1697,18-24,English,Intermediate,Social,Mix,I like listening to music.
2620,hgGqE4,language_lover42,Under 18-,English,Intermediate,Other,Self Study,I'm a student and a traveller.
2621,eth04HH,eth04HH,45-55,Japanese,Intermediate,Career,Mix,"Age: 45-55, Japanese, Intermediate, Career"
2622,LtLBhG,Suge,24-35,Japanese,Intermediate,Hobby,Self Study,"I like to travel and enjoy exploring new cultures and cuisines. I also love to read and write fiction, and I'm always looking for new books to add to my collection."
2623,s79362,helen122,18-24,English,Begginer,Brain,Live Class,Blogger
2624,NIZNUA,EpigrammaticMuffin517,65+,French,Intermediate,Hobby,Self Study,"Looking for a few buddies to learn with to keep it interesting, so come on in!"
2625,2L3EYA,skibbz0620,18-24,English,Begginer,Career,Mix,I'm a gamer
